Video recorder service initialized
websocket.ts:42 Received token: 、
websocket.ts:42 Received token: 橙
websocket.ts:42 Received token: 色
websocket.ts:42 Received token: 、
websocket.ts:42 Received token: 绿色
websocket.ts:42 Received token: 和
websocket.ts:42 Received token: 紫色
websocket.ts:42 Received token: 等
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 排列
websocket.ts:42 Received token: 整齐
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 显得
websocket.ts:42 Received token: 非常
websocket.ts:42 Received token: 个性化
websocket.ts:42 Received token: 。
websocket.ts:42 Received token: 显示器
websocket.ts:42 Received token: 屏幕上
websocket.ts:42 Received token: 显示
websocket.ts:42 Received token: 的是
websocket.ts:42 Received token: 一个
websocket.ts:42 Received token: 编程
websocket.ts:42 Received token: 或
websocket.ts:42 Received token: 开发
websocket.ts:42 Received token: 相关的
websocket.ts:42 Received token: 界面
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 左侧
websocket.ts:42 Received token: 是
websocket.ts:42 Received token: 项目
websocket.ts:42 Received token: 结构
websocket.ts:42 Received token: 列表
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 右侧
websocket.ts:42 Received token: 是一个
websocket.ts:42 Received token: 代码
websocket.ts:42 Received token: 编辑
websocket.ts:42 Received token: 器
websocket.ts:42 Received token: 窗口
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 内容
websocket.ts:42 Received token: 涉及
websocket.ts:42 Received token: “
websocket.ts:42 Received token: Video
websocket.ts:42 Received token:  recording
websocket.ts:42 Received token:  started
websocket.ts:42 Received token: ”
websocket.ts:42 Received token: 、“
websocket.ts:42 Received token: Connecting
websocket.ts:42 Received token:  to
websocket.ts:42 Received token:  analytics
websocket.ts:42 Received token:  web
websocket.ts:42 Received token: server
websocket.ts:42 Received token: ”
websocket.ts:42 Received token: 等
websocket.ts:42 Received token: 字样
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 表明
websocket.ts:42 Received token: 用户
websocket.ts:42 Received token: 可能
websocket.ts:42 Received token: 正在进行
websocket.ts:42 Received token: 某种
websocket.ts:42 Received token: 软件
websocket.ts:42 Received token: 开发
websocket.ts:42 Received token: 或
websocket.ts:42 Received token: 调试
websocket.ts:42 Received token: 工作
websocket.ts:42 Received token: 。


websocket.ts:42 Received token: 在
websocket.ts:42 Received token: 视频
websocket.ts:42 Received token: 过程中
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 屏幕
websocket.ts:42 Received token: 上的
websocket.ts:42 Received token: 内容
websocket.ts:42 Received token: 略有
websocket.ts:42 Received token: 变化
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 例如
websocket.ts:42 Received token: 弹
websocket.ts:42 Received token: 出
websocket.ts:42 Received token: 一个
websocket.ts:42 Received token: 红色
websocket.ts:42 Received token: 按钮
websocket.ts:42 Received token: 的
websocket.ts:42 Received token: 对话
websocket.ts:42 Received token: 框
websocket.ts:42 Received token: ，
websocket.ts:42 Received token: 提示
websocket.ts:42 Received token: “
websocket.ts:42 Received token: 停止
websocket.ts:42 Received token: 录制
websocket.ts:42 Received token: ”，
websocket.ts:42 Received token: 这
websocket.ts:42 Received token: 说明
websocket.ts:42 Received token: 用户
RecordingPage.tsx:120 Closing WebSocket after timeout
websocket.ts:95 Analysis WebSocket closed by client
websocket.ts:52 WebSocket closed: 1000 Client closed
video-recorder.ts:133 Segment 2 complete, size: 9697033 bytes
RecordingPage.tsx:67 Segment recorded: 1
video-recorder.ts:179 Segment 2 uploaded successfully: {filename: 'video_1761320483702.webm', size: 9697033, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
RecordingPage.tsx:59 Segment uploaded: {filename: 'video_1761320483702.webm', size: 9697033, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
video-recorder.ts:94 Started recording segment 3
video-recorder.ts:133 Segment 3 complete, size: 9781348 bytes
RecordingPage.tsx:67 Segment recorded: 2
video-recorder.ts:179 Segment 3 uploaded successfully: {filename: 'video_1761320513782.webm', size: 9781348, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
RecordingPage.tsx:59 Segment uploaded: {filename: 'video_1761320513782.webm', size: 9781348, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
video-recorder.ts:94 Started recording segment 4
video-recorder.ts:133 Segment 4 complete, size: 9684802 bytes
RecordingPage.tsx:67 Segment recorded: 3
video-recorder.ts:179 Segment 4 uploaded successfully: {filename: 'video_1761320543870.webm', size: 9684802, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
RecordingPage.tsx:59 Segment uploaded: {filename: 'video_1761320543870.webm', size: 9684802, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
video-recorder.ts:94 Started recording segment 5
video-recorder.ts:133 Segment 5 complete, size: 9508557 bytes
RecordingPage.tsx:67 Segment recorded: 4
video-recorder.ts:179 Segment 5 uploaded successfully: {filename: 'video_1761320573959.webm', size: 9508557, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
RecordingPage.tsx:59 Segment uploaded: {filename: 'video_1761320573959.webm', size: 9508557, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
video-recorder.ts:94 Started recording segment 6
video-recorder.ts:133 Segment 6 complete, size: 9610842 bytes
RecordingPage.tsx:67 Segment recorded: 5
video-recorder.ts:179 Segment 6 uploaded successfully: {filename: 'video_1761320604287.webm', size: 9610842, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
RecordingPage.tsx:59 Segment uploaded: {filename: 'video_1761320604287.webm', size: 9610842, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
video-recorder.ts:94 Started recording segment 7
video-recorder.ts:204 Video recording stopped, total segments: 7
video-recorder.ts:220 Video recorder service closed
video-recorder.ts:133 Segment 7 complete, size: 1820370 bytes
RecordingPage.tsx:67 Segment recorded: 6
video-recorder.ts:179 Segment 7 uploaded successfully: {filename: 'video_1761320609999.webm', size: 1820370, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}
RecordingPage.tsx:59 Segment uploaded: {filename: 'video_1761320609999.webm', size: 1820370, sessionId: '287a5f4e-c982-4d29-a2f0-bfb9652d6c52', message: 'Video received and queued for analysis', status: 'received'}filename: "video_1761320609999.webm"message: "Video received and queued for analysis"sessionId: "287a5f4e-c982-4d29-a2f0-bfb9652d6c52"size: 1820370status: "received"[[Prototype]]: Object
RecordingPage.tsx:110 Recording stopped: 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
RecordingPage.tsx:111 WebSocket remains open to receive remaining analysis results...





/Users/hupax/skiuo/ai-service/.venv/bin/python /Users/hupax/skiuo/ai-service/app/main.py
2025-10-24 23:39:48,229 - app.minio_client - INFO - Minio client initialized: bucket=test, endpoint=https://minio-api.supanx.net
INFO:     Started server process [40524]
INFO:     Waiting for application startup.
2025-10-24 23:39:48,258 - __main__ - INFO - StreamMind AI Service starting up...
2025-10-24 23:39:48,258 - __main__ - INFO - Qwen API configured: True
2025-10-24 23:39:48,258 - __main__ - INFO - Spring Boot gRPC: localhost:9090
INFO:     Application startup complete.
INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
2025-10-24 23:40:53,707 - __main__ - INFO - Received video analysis request for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52: /tmp/videos/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/video_1761320453611.webm
2025-10-24 23:40:53,708 - __main__ - INFO - Slicing video into windows...
2025-10-24 23:40:53,825 - app.video_processor - INFO - Video duration: 29.77 seconds
2025-10-24 23:40:55,159 - app.video_processor - INFO - Created window 0: 0.00s - 15.00s (15.00s)
2025-10-24 23:40:56,580 - app.video_processor - INFO - Created window 1: 10.00s - 25.00s (15.00s)
2025-10-24 23:40:57,597 - app.video_processor - INFO - Created window 2: 20.00s - 29.77s (9.77s)
2025-10-24 23:40:57,597 - app.video_processor - INFO - Created 3 windows for video (duration: 29.77s)
2025-10-24 23:40:57,597 - __main__ - INFO - Created 3 windows for analysis
2025-10-24 23:40:57,597 - __main__ - INFO - Analyzing window 1/3: 0.0s - 15.0s
2025-10-24 23:40:57,598 - app.grpc_client - INFO - gRPC client connected to localhost:9090
2025-10-24 23:40:57,727 - __main__ - INFO - Sent window marker for window 1
2025-10-24 23:40:57,727 - __main__ - INFO - Uploading window 0 to Minio...
2025-10-24 23:40:57,727 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_000_0_15.mp4 to Minio as videos/b464a9b1_window_000_0_15.mp4...
2025-10-24 23:41:04,514 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/b464a9b1_window_000_0_15.mp4
2025-10-24 23:41:04,515 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/b464a9b1_window_000_0_15.mp4
2025-10-24 23:41:04,515 - app.context_manager - INFO - Created new context for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
2025-10-24 23:41:04,515 - app.qwen_client - INFO - Analyzing video window: 0.0s - 15.0s
2025-10-24 23:41:10,867 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:41:23,715 - __main__ - INFO - Received video analysis request for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52: /tmp/videos/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/video_1761320483702.webm
2025-10-24 23:41:23,716 - __main__ - INFO - Slicing video into windows...
2025-10-24 23:41:23,824 - app.video_processor - INFO - Video duration: 29.96 seconds
2025-10-24 23:41:25,010 - app.video_processor - INFO - Created window 0: 0.00s - 15.00s (15.00s)
2025-10-24 23:41:26,171 - app.video_processor - INFO - Created window 1: 10.00s - 25.00s (15.00s)
2025-10-24 23:41:27,062 - app.video_processor - INFO - Created window 2: 20.00s - 29.96s (9.96s)
2025-10-24 23:41:27,063 - app.video_processor - INFO - Created 3 windows for video (duration: 29.96s)
2025-10-24 23:41:27,063 - __main__ - INFO - Created 3 windows for analysis
2025-10-24 23:41:27,063 - __main__ - INFO - Analyzing window 1/3: 0.0s - 15.0s
2025-10-24 23:41:27,082 - __main__ - INFO - Sent window marker for window 1
2025-10-24 23:41:27,082 - __main__ - INFO - Uploading window 0 to Minio...
2025-10-24 23:41:27,082 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_000_0_15.mp4 to Minio as videos/1371f67a_window_000_0_15.mp4...
2025-10-24 23:41:31,684 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/1371f67a_window_000_0_15.mp4
2025-10-24 23:41:31,684 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/1371f67a_window_000_0_15.mp4
2025-10-24 23:41:31,685 - app.qwen_client - INFO - Analyzing video window: 0.0s - 15.0s
2025-10-24 23:41:31,858 - __main__ - INFO - Window 1 analyzed: 554 chars, 290 tokens
2025-10-24 23:41:31,858 - __main__ - INFO - Analyzing window 2/3: 10.0s - 25.0s
2025-10-24 23:41:31,862 - __main__ - INFO - Sent window marker for window 2
2025-10-24 23:41:31,862 - __main__ - INFO - Uploading window 1 to Minio...
2025-10-24 23:41:31,863 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_001_10_25.mp4 to Minio as videos/19958f66_window_001_10_25.mp4...
2025-10-24 23:41:35,428 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/19958f66_window_001_10_25.mp4
2025-10-24 23:41:35,428 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/19958f66_window_001_10_25.mp4
2025-10-24 23:41:35,428 - app.qwen_client - INFO - Analyzing video window: 10.0s - 25.0s
2025-10-24 23:41:41,632 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:41:41,635 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:41:47,146 - __main__ - INFO - Window 2 analyzed: 394 chars, 223 tokens
2025-10-24 23:41:47,146 - __main__ - INFO - Analyzing window 3/3: 20.0s - 29.8s
2025-10-24 23:41:47,152 - __main__ - INFO - Sent window marker for window 3
2025-10-24 23:41:47,152 - __main__ - INFO - Uploading window 2 to Minio...
2025-10-24 23:41:47,152 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_002_20_29.mp4 to Minio as videos/6b422c9d_window_002_20_29.mp4...
2025-10-24 23:41:48,322 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/6b422c9d_window_002_20_29.mp4
2025-10-24 23:41:48,322 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/6b422c9d_window_002_20_29.mp4
2025-10-24 23:41:48,322 - app.qwen_client - INFO - Analyzing video window: 20.0s - 29.8s
2025-10-24 23:41:49,562 - __main__ - INFO - Window 1 analyzed: 548 chars, 322 tokens
2025-10-24 23:41:49,562 - __main__ - INFO - Analyzing window 2/3: 10.0s - 25.0s
2025-10-24 23:41:49,568 - __main__ - INFO - Sent window marker for window 2
2025-10-24 23:41:49,568 - __main__ - INFO - Uploading window 1 to Minio...
2025-10-24 23:41:49,568 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_001_10_25.mp4 to Minio as videos/267f3c03_window_001_10_25.mp4...
2025-10-24 23:41:51,123 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/267f3c03_window_001_10_25.mp4
2025-10-24 23:41:51,123 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/267f3c03_window_001_10_25.mp4
2025-10-24 23:41:51,123 - app.qwen_client - INFO - Analyzing video window: 10.0s - 25.0s
2025-10-24 23:41:53,529 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:41:57,165 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:41:58,352 - __main__ - INFO - Window 3 analyzed: 364 chars, 208 tokens
2025-10-24 23:41:58,352 - __main__ - INFO - Video analysis completed for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52, total tokens: 724
2025-10-24 23:41:58,352 - __main__ - INFO - Cleaning up 3 uploaded files from Minio...
2025-10-24 23:41:58,352 - app.minio_client - INFO - Deleting Minio object: videos/b464a9b1_window_000_0_15.mp4
2025-10-24 23:41:58,457 - app.minio_client - INFO - Successfully deleted: videos/b464a9b1_window_000_0_15.mp4
2025-10-24 23:41:58,457 - app.minio_client - INFO - Deleting Minio object: videos/19958f66_window_001_10_25.mp4
2025-10-24 23:41:58,567 - app.minio_client - INFO - Successfully deleted: videos/19958f66_window_001_10_25.mp4
2025-10-24 23:41:58,568 - app.minio_client - INFO - Deleting Minio object: videos/6b422c9d_window_002_20_29.mp4
2025-10-24 23:41:58,674 - app.minio_client - INFO - Successfully deleted: videos/6b422c9d_window_002_20_29.mp4
2025-10-24 23:41:58,677 - app.video_processor - INFO - Cleaned up windows for session: 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
INFO:     127.0.0.1:50881 - "POST /analyze-video HTTP/1.1" 200 OK
2025-10-24 23:41:58,717 - __main__ - INFO - Received video analysis request for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52: /tmp/videos/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/video_1761320513782.webm
2025-10-24 23:41:58,717 - __main__ - INFO - Slicing video into windows...
2025-10-24 23:41:58,827 - app.video_processor - INFO - Video duration: 29.96 seconds
2025-10-24 23:42:00,043 - app.video_processor - INFO - Created window 0: 0.00s - 15.00s (15.00s)
2025-10-24 23:42:01,359 - app.video_processor - INFO - Created window 1: 10.00s - 25.00s (15.00s)
2025-10-24 23:42:02,306 - app.video_processor - INFO - Created window 2: 20.00s - 29.96s (9.96s)
2025-10-24 23:42:02,306 - app.video_processor - INFO - Created 3 windows for video (duration: 29.96s)
2025-10-24 23:42:02,306 - __main__ - INFO - Created 3 windows for analysis
2025-10-24 23:42:02,306 - __main__ - INFO - Analyzing window 1/3: 0.0s - 15.0s
2025-10-24 23:42:02,317 - __main__ - INFO - Sent window marker for window 1
2025-10-24 23:42:02,317 - __main__ - INFO - Uploading window 0 to Minio...
2025-10-24 23:42:02,317 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_000_0_15.mp4 to Minio as videos/5a57f7e3_window_000_0_15.mp4...
2025-10-24 23:42:04,047 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/5a57f7e3_window_000_0_15.mp4
2025-10-24 23:42:04,047 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/5a57f7e3_window_000_0_15.mp4
2025-10-24 23:42:04,047 - app.qwen_client - INFO - Analyzing video window: 0.0s - 15.0s
2025-10-24 23:42:07,445 - __main__ - INFO - Window 2 analyzed: 600 chars, 336 tokens
2025-10-24 23:42:07,446 - __main__ - INFO - Analyzing window 3/3: 20.0s - 30.0s
2025-10-24 23:42:07,450 - __main__ - INFO - Sent window marker for window 3
2025-10-24 23:42:07,450 - __main__ - INFO - Uploading window 2 to Minio...
2025-10-24 23:42:07,450 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_002_20_29.mp4 to Minio as videos/5b3930ac_window_002_20_29.mp4...
2025-10-24 23:42:08,646 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/5b3930ac_window_002_20_29.mp4
2025-10-24 23:42:08,646 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/5b3930ac_window_002_20_29.mp4
2025-10-24 23:42:08,646 - app.qwen_client - INFO - Analyzing video window: 20.0s - 30.0s
2025-10-24 23:42:10,152 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:42:14,307 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:42:17,328 - __main__ - INFO - Window 1 analyzed: 436 chars, 234 tokens
2025-10-24 23:42:17,328 - __main__ - INFO - Analyzing window 2/3: 10.0s - 25.0s
2025-10-24 23:42:17,330 - __main__ - INFO - Sent window marker for window 2
2025-10-24 23:42:17,330 - __main__ - INFO - Uploading window 1 to Minio...
2025-10-24 23:42:17,330 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_001_10_25.mp4 to Minio as videos/61dd3994_window_001_10_25.mp4...
2025-10-24 23:42:24,513 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/61dd3994_window_001_10_25.mp4
2025-10-24 23:42:24,513 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/61dd3994_window_001_10_25.mp4
2025-10-24 23:42:24,513 - app.qwen_client - INFO - Analyzing video window: 10.0s - 25.0s
2025-10-24 23:42:25,243 - __main__ - INFO - Window 3 analyzed: 472 chars, 283 tokens
2025-10-24 23:42:25,243 - __main__ - INFO - Video analysis completed for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52, total tokens: 944
2025-10-24 23:42:25,243 - __main__ - INFO - Cleaning up 3 uploaded files from Minio...
2025-10-24 23:42:25,243 - app.minio_client - INFO - Deleting Minio object: videos/1371f67a_window_000_0_15.mp4
2025-10-24 23:42:25,412 - app.minio_client - INFO - Successfully deleted: videos/1371f67a_window_000_0_15.mp4
2025-10-24 23:42:25,412 - app.minio_client - INFO - Deleting Minio object: videos/267f3c03_window_001_10_25.mp4
2025-10-24 23:42:25,592 - app.minio_client - INFO - Successfully deleted: videos/267f3c03_window_001_10_25.mp4
2025-10-24 23:42:25,592 - app.minio_client - INFO - Deleting Minio object: videos/5b3930ac_window_002_20_29.mp4
2025-10-24 23:42:25,711 - app.minio_client - INFO - Successfully deleted: videos/5b3930ac_window_002_20_29.mp4
2025-10-24 23:42:25,712 - app.video_processor - INFO - Cleaned up windows for session: 287a5f4e-c982-4d29-a2f0-bfb9652d6c52
INFO:     127.0.0.1:51136 - "POST /analyze-video HTTP/1.1" 200 OK
2025-10-24 23:42:25,723 - __main__ - INFO - Received video analysis request for session 287a5f4e-c982-4d29-a2f0-bfb9652d6c52: /tmp/videos/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/video_1761320543870.webm
2025-10-24 23:42:25,723 - __main__ - INFO - Slicing video into windows...
2025-10-24 23:42:25,840 - app.video_processor - INFO - Video duration: 29.97 seconds
2025-10-24 23:42:27,062 - app.video_processor - INFO - Created window 0: 0.00s - 15.00s (15.00s)
2025-10-24 23:42:28,533 - app.video_processor - INFO - Created window 1: 10.00s - 25.00s (15.00s)
2025-10-24 23:42:29,433 - app.video_processor - INFO - Created window 2: 20.00s - 29.97s (9.97s)
2025-10-24 23:42:29,433 - app.video_processor - INFO - Created 3 windows for video (duration: 29.97s)
2025-10-24 23:42:29,433 - __main__ - INFO - Created 3 windows for analysis
2025-10-24 23:42:29,433 - __main__ - INFO - Analyzing window 1/3: 0.0s - 15.0s
2025-10-24 23:42:29,448 - __main__ - INFO - Sent window marker for window 1
2025-10-24 23:42:29,448 - __main__ - INFO - Uploading window 0 to Minio...
2025-10-24 23:42:29,448 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_000_0_15.mp4 to Minio as videos/d2f05aed_window_000_0_15.mp4...
2025-10-24 23:42:31,839 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/d2f05aed_window_000_0_15.mp4
2025-10-24 23:42:31,839 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/d2f05aed_window_000_0_15.mp4
2025-10-24 23:42:31,839 - app.qwen_client - INFO - Analyzing video window: 0.0s - 15.0s
2025-10-24 23:42:31,863 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:42:37,805 - __main__ - INFO - Window 2 analyzed: 525 chars, 292 tokens
2025-10-24 23:42:37,805 - __main__ - INFO - Analyzing window 3/3: 20.0s - 30.0s
2025-10-24 23:42:37,814 - __main__ - INFO - Sent window marker for window 3
2025-10-24 23:42:37,814 - __main__ - INFO - Uploading window 2 to Minio...
2025-10-24 23:42:37,814 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_002_20_29.mp4 to Minio as videos/bdaee9e8_window_002_20_29.mp4...
2025-10-24 23:42:43,860 - app.minio_client - INFO - Video uploaded successfully: https://minio-api.supanx.net/test/videos/bdaee9e8_window_002_20_29.mp4
2025-10-24 23:42:43,860 - __main__ - INFO - Window uploaded: https://minio-api.supanx.net/test/videos/bdaee9e8_window_002_20_29.mp4
2025-10-24 23:42:43,860 - app.qwen_client - INFO - Analyzing video window: 20.0s - 30.0s
2025-10-24 23:42:43,880 - httpx - INFO - HTTP Request: POST https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation "HTTP/1.1 200 OK"
2025-10-24 23:42:48,042 - __main__ - INFO - Window 1 analyzed: 439 chars, 246 tokens
2025-10-24 23:42:48,042 - __main__ - INFO - Analyzing window 2/3: 10.0s - 25.0s
2025-10-24 23:42:48,047 - __main__ - INFO - Sent window marker for window 2
2025-10-24 23:42:48,047 - __main__ - INFO - Uploading window 1 to Minio...
2025-10-24 23:42:48,047 - app.minio_client - INFO - Uploading temp_windows/287a5f4e-c982-4d29-a2f0-bfb9652d6c52/window_001_10_25.mp4 to Minio as videos/df434cb8_window_001_10_25.mp4...
